MSR/ALIGNNMENT,CUSTOMER,PRODUCT
KE-G.MED-4-1,KRISHNA CHEMIST LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,KRISHNA CHEMIST LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,KRISHNA CHEMIST LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,KRISHNA CHEMIST LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,LADNAN HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,LADNAN HOSPITAL,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-1,LADNAN HOSPITAL,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,LADNAN HOSPITAL,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,Ladnan Hospital Limited,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,Ladnan Hospital Limited,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,Ladnan Hospital Limited,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-1,Ladnan Hospital Limited,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,Ladnan Hospital Limited,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,Ladnan Hospital Limited,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,LAVIDA PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,LAVIDA PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,LAVIDA PHARMACEUTICALS- RUAKA,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,LAVIDA PHARMACEUTICALS- RUAKA,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,LEBILLE PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,LEBILLE PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,LENANA PHARMACEUTICAL LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,LENANA PHARMACEUTICAL LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,LENANA PHARMACEUTICAL LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,LENANA PHARMACEUTICAL LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,LENANA PHARMACEUTICAL LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,LENANA PHARMACEUTICAL LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,LUC PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,LUC PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,LUC PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,M.P SHAH HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,M.P SHAH HOSPITAL,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-1,M.P SHAH HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,M.P SHAH HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,MALIBU PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MALIBU PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,MALIBU PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,MARY HELP OF THE SICK,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,MARY HELP OF THE SICK,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,MARY HELP OF THE SICK,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,MATER MISEROCORDIAE HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MATER MISEROCORDIAE HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,MATER MISEROCORDIAE HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MAUA CENTRAL PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MAUA CENTRAL PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MAUA CENTRAL PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MAUA HILLTOP PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MAUA HILLTOP PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MAUA HILLTOP PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,MEDIMART HEALTHCARE LTD - THIKA ROAD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MEDINA PHARMACY LIMITED,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MEDIPOINT PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MEDS PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,MEDSCHEM PHARMACY LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MELCHIZEDEK HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MELCHIZEDEK HOSPITAL,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MELCHIZEDEK HOSPITAL,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,MELCHIZEDEK HOSPITAL,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MELCHIZEDEK HOSPITAL,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MENELIK MEDICAL CENTRE,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,MENELIK MEDICAL CENTRE,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MERIDIAN EQUATOR HOSPITAL - 1,ZOXON 1G INJPO VL1+AM1 M36 KE
KE-G.MED-4-2,MERU ANNEX CHEMIST,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MERU ANNEX CHEMIST,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MERU ANNEX CHEMIST,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MERU ANNEX CHEMIST,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MERU ANNEX CHEMIST,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,METROPOLITAN CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,METROPOLITAN CHEMISTS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,METROPOLITAN CHEMISTS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,METROPOLITAN HOSPITAL LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,METROPOLITAN HOSPITAL LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,METROPOLITAN HOSPITAL LTD,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-1,MID-RIFT PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MID-RIFT PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,MODANA PHARMACEUTICAL,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,MUIGANANIA PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,MUIGANANIA PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,MUIGANANIA PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,MUIGANANIA PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,MUTINDWA CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,MUTINDWA CHEMISTS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,MUTINDWA CHEMISTS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,MUTINDWA CHEMISTS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,MXRX ONE STOP PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,NAIROBI EAST HOSPITAL LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,NAIROBI EAST HOSPITAL LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,Nairobi Pharmaceuticals (K) Ltd.,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,Nairobi Pharmaceuticals (K) Ltd.,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NAIROBI SOUTH HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NAIROBI SOUTH HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NAIROBI SOUTH HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NAIROBI SOUTH HOSPITAL,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,NAIROBI WEST HOSPITAL,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NAIROBI WEST HOSPITAL,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,NAIROBI WEST HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NAIROBI WEST HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NAIROBI WOMENS HOSPITAL LTD,ZOXON 1G INJPO VL1+AM1 M36 KE
KE-G.MED-4-1,NAKURU AFYA CHEMIST,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,NAKURU AFYA CHEMIST,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,NAKURU AFYA CHEMIST,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,NAKURU CLINICAL UNIT,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,NAKURU HEART CENTRE,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NANYUKI COTTAGE HOSPITAL,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NANYUKI COTTAGE HOSPITAL,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NANYUKI COTTAGE HOSPITAL,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-2,NANYUKI COTTAGE HOSPITAL,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NEEM PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NEEM PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NEEM PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NEEM PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NEEM PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,Neema Hospital Kahawa Sukari,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,Neema Hospital Kahawa Sukari,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,NEEMA PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,NEEMA PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,NEEMA PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NEW LEMUMA PHARMACY CO LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NICHE PHARM PHARMACY,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,NICHE PHARM PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NICHE PHARM PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NICHE PHARM PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NICHE PHARM PHARMACY,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,NICHE PHARM PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NICHE PHARM PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NILA PHARMACEUTICALS,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-2,NILA PHARMACEUTICALS,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NILA PHARMACEUTICALS,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,NILSON PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,NILSON PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,NILSON PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,NILSON PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,NILSON PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NJIMIA PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NORTHERN PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,NORTHERN PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,NORTHERN PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,NORTHERN PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,NORTHERN PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,OAKLEY PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,OAKLEY PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,OAKLEY PHARMACY LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLAGYL 0.5% 100ML VIAFLEX (GFR)
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,OMAERA PHARMACEUTICALS LTD.,ZOXON 1G INJPO VL1+AM1 M36 KE
KE-G.MED-4-1,ORION PHARMACY LTD.,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,ORION PHARMACY LTD.,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,ORION PHARMACY LTD.,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,P.C.E.A. KIKUYU HOSPITAL,FLEMING 1G-200MG INJPO VL5 M24 EX
KE-G.MED-4-1,P.C.E.A. KIKUYU HOSPITAL,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,PHARMACEUTICA (1985) LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,PHARMACEUTICA (1985) LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,PHARMACEUTICA (1985) LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,Pharmaceutica 85 Ltd. - SU,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,PHARMACHOICE PHARMACEUTICALS,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,PHARMACHOICE PHARMACEUTICALS,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,PHARMACHOICE PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,PHARMACHOICE PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,PHARMAPLUS PHARMACEUTICALS LTD,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,PHARMAPLUS PHARMACEUTICALS LTD,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,PHARMART CHEMIST LIMITED.,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,PHARMART CHEMIST LIMITED.,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,PHARMART CHEMIST LIMITED.,FLAGYL SUSPENSION 100ML
KE-G.MED-4-1,PHARMART CHEMIST LIMITED.,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-1,PHARMART CHEMIST LIMITED.,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,AXACEF 500MG TABCO BL1X10 M36 KE
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,FLAGYL SUSPENSION 100ML
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4-2,PHARMORE PHARMACY LIMITED,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4-1,PHILMED LIMITED,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-1,PHILMED LIMITED,AXACEF 500MG TABCO BL1X10 M36 KE
