MSR,Customer Name,Products
CHC-NP,SATYA PHARMACY LIMITED,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4-2,SATYA PHARMACY LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-2,SATYA PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-2,SATYA PHARMACY LIMITED,FLAGYL SUSPENSION 100ML
KE-DCV-4,SATYA PHARMACY LIMITED,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
KE-DCV-4,SATYA PHARMACY LIMITED,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,SATYA PHARMACY LIMITED,LASIX 20MG/2ML INJ AM5 S3 M60 XE
GEM-NP,SATYA PHARMACY LIMITED,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SATYA PHARMACY LIMITED,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-3,SATYA PHARMACY LIMITED,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SATYA PHARMACY LIMITED,NOSPA 40MG TAB BL10X10 S3
KE-G.MED-3-1,SATYA PHARMACY LIMITED,ORELOX 100MG TABCO BL1X10
KE-G.MED-3-1,SATYA PHARMACY LIMITED,ORELOX 200MG 10CP
KE-G.MED-3-1,SATYA PHARMACY LIMITED,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-1,SATYA PHARMACY LIMITED,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1-2,SATYA PHARMACY LIMITED,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-CHC-7,SATYA PHARMACY LIMITED,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-3,SATYA PHARMACY LIMITED,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SATYA PHARMACY LIMITED,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1-2,SATYA PHARMACY LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-2,SATYA PHARMACY LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-1_Others,SATYA PHARMACY LIMITED,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
KE-G.MED-2-1,SATYA PHARMACY LIMITED,XATRAL 5MG TAB BL4X14 S3 M36 XD
KE-G.MED-1_Others,SAVANI MEDICAL CENTRE,PLAVIX 75MG TABCO BL2X14 M36 XE
KE-REG-2,SAYYIDA FATIMAH HOSPITAL - MOMBASA,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-4_Others,SAYYIDA FATIMAH HOSPITAL - MOMBASA,FLAGYL 400MG 100 TABS
KE-REG-2,SAYYIDA FATIMAH HOSPITAL - MOMBASA,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,SAYYIDA FATIMAH HOSPITAL - MOMBASA,LASIX 20MG/2ML INJ AM5 S3 M60 XE
KE-CHC-1,SAYYIDA FATIMAH HOSPITAL - MOMBASA,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SAYYIDA FATIMAH HOSPITAL - MOMBASA,NOSPA 40MG/2ML INJ AM25 XD
KE-REG-2,SAYYIDA FATIMAH HOSPITAL - MOMBASA,ORELOX 200MG 10CP
KE-REG-2,SAYYIDA FATIMAH HOSPITAL - MOMBASA,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-2,SAYYIDA FATIMAH HOSPITAL - MOMBASA,ORELOX 800MG/+ GRAN BTX1
KE-CHC-5,SAYYIDA FATIMAH HOSPITAL - MOMBASA,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,SAYYIDA FATIMAH HOSPITAL - MOMBASA,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,SCANPHARMTECK CO LTD          ,ALLSTAR MEDSU PEN1 XE
CHC_OTC_Others,SCANPHARMTECK CO LTD          ,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,SCANPHARMTECK CO LTD          ,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-4_Others,SCANPHARMTECK CO LTD          ,FLAGYL SUSPENSION 100ML
KE-DCV_Others,SCANPHARMTECK CO LTD          ,LANTUS 300IU/3ML.INJ.CRT5.S3.M36.XE
CHC-NP,SCANPHARMTECK CO LTD          ,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SCANPHARMTECK CO LTD          ,NOSPA 40MG TAB BL2X10 XE
CHC_RX_Others,SCANPHARMTECK CO LTD          ,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
CHC_RX_Others,SEA-LANE PHARMACEUTICALS,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
CHC-NP,SEA-LANE PHARMACEUTICALS,ERCEFURYL 200MG CAP BL2X14
CHC-NP,SEA-LANE PHARMACEUTICALS,Maalox 460mg/susp SC20 S3 M36 XE
CHC_RX_Others,SEA-LANE PHARMACEUTICALS,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-DCV_Others,SEASIDE PHARMACEUTICALS - MOMBASA,AMARYL 2MG 30 TABS
CHC_OTC_Others,SEASIDE PHARMACEUTICALS - MOMBASA,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,SEASIDE PHARMACEUTICALS - MOMBASA,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,SEASIDE PHARMACEUTICALS - MOMBASA,EPILIM 12G/300ML SYR BTX1
KE-G.MED-4_Others,SEASIDE PHARMACEUTICALS - MOMBASA,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,SEASIDE PHARMACEUTICALS - MOMBASA,FLEMING 875-125MG TABCO BL2X7 M24 EX
GEM-NP,SEASIDE PHARMACEUTICALS - MOMBASA,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SEASIDE PHARMACEUTICALS - MOMBASA,NOSPA 40MG TAB BL10X10 S3
CHC_RX_Others,SEASIDE PHARMACEUTICALS - MOMBASA,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV-4,SEGUTON CENTRAL PHARMACY,AMARYL 1MG 30 TABS
KE-DCV-4,SEGUTON CENTRAL PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-CHC-6,SEGUTON CENTRAL PHARMACY,BUSCOPAN PLUS TABLETS * 50's
CHC_OTC_Others,SEGUTON CENTRAL PHARMACY,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-4,SEGUTON CENTRAL PHARMACY,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
KE-CHC-6,SEGUTON CENTRAL PHARMACY,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-2,SEGUTON CENTRAL PHARMACY,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-1,SEGUTON CENTRAL PHARMACY,EPILIM 12G/300ML SYR BTX1
KE-G.MED-4_Others,SEGUTON CENTRAL PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,SEGUTON CENTRAL PHARMACY,FLAGYL SUSPENSION 100ML
GEM-NP,SEGUTON CENTRAL PHARMACY,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SEGUTON CENTRAL PHARMACY,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SEGUTON CENTRAL PHARMACY,MAALOX PLUS TABS EXPORT 10
KE-CHC-2,SEGUTON CENTRAL PHARMACY,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-CHC-6,SEGUTON CENTRAL PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-2,SEGUTON CENTRAL PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-G.MED-2-1,SEGUTON CENTRAL PHARMACY,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-G.MED-4_Others,SELFLESS PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
CHC_OTC_Others,SELFLESS PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_RX_Others,SELFLESS PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV-5,SERENE PHARMACY,AMARYL 2MG 30 TABS
KE-DCV-5,SERENE PHARMACY,AMARYL 4MG 30 TABS
KE-DCV_Others,SERENE PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC_OTC_Others,SERENE PHARMACY,DULCOLAX TABLETS 5mg * 30's SugarC
CHC_RX_Others,SERENE PHARMACY,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-4_Others,SERENE PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SERENE PHARMACY,FLAGYL 400MG 100 TABS
KE-DCV-5,SERENE PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
CHC-NP,SERENE PHARMACY,Maalox 460mg/susp SC20 S3 M36 XE
CHC_RX_Others,SERENE PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
CHC-NP,SHELL PHARMACEUTICALS LIMITED,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-6,SHELL PHARMACEUTICALS LIMITED,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-6,SHELL PHARMACEUTICALS LIMITED,DULCOLAX TABLETS 5mg * 30's SugarC
KE-G.MED-4_Others,SHELL PHARMACEUTICALS LIMITED,FLAGYL SUSPENSION 100ML
KE-DCV-5,SHIELD PHARMACEUTICALS LIMITED,AMARYL 2MG 30 TABS
KE-DCV-5,SHIELD PHARMACEUTICALS LIMITED,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-DCV-5,SHIELD PHARMACEUTICALS LIMITED,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-DCV-5,SHIELD PHARMACEUTICALS LIMITED,APROVEL 300MG TABCO BL2X14 RM M36 XE
CHC-NP,SHIELD PHARMACEUTICALS LIMITED,BISOLVON LINCTUS 200ML 
CHC-NP,SHIELD PHARMACEUTICALS LIMITED,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,SHIELD PHARMACEUTICALS LIMITED,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV_Others,SHIELD PHARMACEUTICALS LIMITED,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
GEM-NP,SHIELD PHARMACEUTICALS LIMITED,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-5,SHIELD PHARMACEUTICALS LIMITED,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,SHIELD PHARMACEUTICALS LIMITED,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-4,SHIELD PHARMACEUTICALS LIMITED,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-4,SHIELD PHARMACEUTICALS LIMITED,EPILIM CHRONO 333-145MG T
CHC-NP,SHIELD PHARMACEUTICALS LIMITED,ERCEFURYL 200MG CAP BL2X14
CHC-NP,SHIELD PHARMACEUTICALS LIMITED,ERCEFURYL 3.6G/90ML SOL BTX1 S2 EX
KE-G.MED-4_Others,SHIELD PHARMACEUTICALS LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SHIELD PHARMACEUTICALS LIMITED,FLAGYL SUSPENSION 100ML
KE-DCV_Others,SHIELD PHARMACEUTICALS LIMITED,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,SHIELD PHARMACEUTICALS LIMITED,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SHIELD PHARMACEUTICALS LIMITED,Maalox 460mg/susp SC20 S3 M36 XE
KE-CHC-1,SHIELD PHARMACEUTICALS LIMITED,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SHIELD PHARMACEUTICALS LIMITED,NOSPA 80MG TAB BL2X10 S3
KE-G.MED-3-4,SHIELD PHARMACEUTICALS LIMITED,ORELOX 200MG 10CP
KE-G.MED-3-4,SHIELD PHARMACEUTICALS LIMITED,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-4,SHIELD PHARMACEUTICALS LIMITED,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1-3,SHIELD PHARMACEUTICALS LIMITED,PLAVIX 75MG TABCO BL2X14 M36 XE
CHC_OTC_Others,SHIELD PHARMACEUTICALS LIMITED,RHINATHIOL 10G/200ML SOL BTX1 XM
KE-CHC-5,SHIELD PHARMACEUTICALS LIMITED,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,SHIELD PHARMACEUTICALS LIMITED,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SHIELD PHARMACEUTICALS LIMITED,TAVANIC 500MG TABLETS 5's
KE-G.MED-1-3,SHIELD PHARMACEUTICALS LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-3,SHIELD PHARMACEUTICALS LIMITED,TRITACE 5MG 28 TABS
KE-G.MED-2-1,SHIELD PHARMACEUTICALS LIMITED,XATRAL 10MG TABCR BL3X10 S3 M36 XD
KE-DCV_Others,SHIFA CHEM LTD. - MOMBASA,AMARYL 2MG 30 TABS
KE-DCV_Others,SHIFA CHEM LTD. - MOMBASA,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-CHC-5,SHIFA CHEM LTD. - MOMBASA,BUSCOPAN PLUS TABLETS * 50's
KE-CHC-5,SHIFA CHEM LTD. - MOMBASA,BUSCOPAN TABLETS BP 10mg * 50's
GEM-NP,SHIFA CHEM LTD. - MOMBASA,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-5,SHIFA CHEM LTD. - MOMBASA,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-1,SHIFA CHEM LTD. - MOMBASA,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,SHIFA CHEM LTD. - MOMBASA,EPILIM 12G/300ML SYR BTX1
KE-REG-2,SHIFA CHEM LTD. - MOMBASA,EPILIM 200MG TAB BL10X10
KE-REG-2,SHIFA CHEM LTD. - MOMBASA,EPILIM CHRONO 333-145MG T
KE-G.MED-3_Others,SHIFA CHEM LTD. - MOMBASA,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
KE-G.MED-4_Others,SHIFA CHEM LTD. - MOMBASA,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,SHIFA CHEM LTD. - MOMBASA,FLAGYL SUSPENSION 100ML
KE-G.MED-4_Others,SHIFA CHEM LTD. - MOMBASA,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4_Others,SHIFA CHEM LTD. - MOMBASA,FLEMING 500-125MG TABCO BL2X7 M24 EX
CHC-NP,SHIFA CHEM LTD. - MOMBASA,IBEX 200MG+ CAPEM BL2X12 M36 EX
KE-REG-2,SHIFA CHEM LTD. - MOMBASA,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,SHIFA CHEM LTD. - MOMBASA,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SHIFA CHEM LTD. - MOMBASA,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SHIFA CHEM LTD. - MOMBASA,MAALOX PLUS TABS EXPORT 10
CHC-NP,SHIFA CHEM LTD. - MOMBASA,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-1,SHIFA CHEM LTD. - MOMBASA,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SHIFA CHEM LTD. - MOMBASA,NOSPA 40MG TAB BL2X10 XE
KE-REG-2,SHIFA CHEM LTD. - MOMBASA,ORELOX 200MG 10CP
KE-CHC-5,SHIFA CHEM LTD. - MOMBASA,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,SHIFA CHEM LTD. - MOMBASA,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SHIFA CHEM LTD. - MOMBASA,STILNOX 10MG TABCO BL1X14 S3 M48 XD
GEM-NP,SHIFA CHEM LTD. - MOMBASA,TAVANIC 500MG TABLETS 5's
KE-G.MED-2-1,SHIFA CHEM LTD. - MOMBASA,XATRAL 10MG TABCR BL3X10 S3 M36 XD
CHC-NP,SHIKAMED PHARMACY LIMITED,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,SHIKAMED PHARMACY LIMITED,BUSCOPAN PLUS TABLETS * 50's
CHC_OTC_Others,SHIKAMED PHARMACY LIMITED,BUSCOPAN TABLETS BP 10mg * 50's
KE-CHC-1,SHIKAMED PHARMACY LIMITED,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3-4,SHIKAMED PHARMACY LIMITED,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3-4,SHIKAMED PHARMACY LIMITED,EPILIM CHRONO 333-145MG T
CHC-NP,SHIKAMED PHARMACY LIMITED,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4-1,SHIKAMED PHARMACY LIMITED,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4-1,SHIKAMED PHARMACY LIMITED,FLAGYL 400MG 100 TABS
KE-G.MED-4-1,SHIKAMED PHARMACY LIMITED,FLAGYL SUSPENSION 100ML
GEM-NP,SHIKAMED PHARMACY LIMITED,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SHIKAMED PHARMACY LIMITED,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SHIKAMED PHARMACY LIMITED,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-1,SHIKAMED PHARMACY LIMITED,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
KE-G.MED-3-4,SHIKAMED PHARMACY LIMITED,ORELOX 800MG/+ GRAN BTX1
KE-G.MED-1_Others,SHIKAMED PHARMACY LIMITED,PLAVIX 75MG TABCO BL2X14 M36 XE
GEM-NP,SHIKAMED PHARMACY LIMITED,RIFOCIN 250MG/3ML INJ AM1 S3 M36 XE
KE-G.MED-1_Others,SHIKAMED PHARMACY LIMITED,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1-1,SHIKAMED PHARMACY LIMITED,TRITACE 5MG 28 TABS
KE-DCV_Others,SHORELINE PHARMACY,AMARYL 2MG 30 TABS
KE-DCV_Others,SHORELINE PHARMACY,AMARYL 4MG 30 TABS
KE-DCV_Others,SHORELINE PHARMACY,AMARYL MIR 2-500MG TABCO BL3X10 XE
CHC-NP,SHORELINE PHARMACY,BISOLVON LINCTUS 200ML 
KE-G.MED-1_Others,SHORELINE PHARMACY,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1_Others,SHORELINE PHARMACY,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
GEM-NP,SHORELINE PHARMACY,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-1,SHORELINE PHARMACY,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-REG-2,SHORELINE PHARMACY,EPILIM 12G/300ML SYR BTX1
KE-REG-2,SHORELINE PHARMACY,EPILIM 200MG TAB BL10X10
KE-REG-2,SHORELINE PHARMACY,EPILIM CHRONO 333-145MG T
KE-G.MED-3_Others,SHORELINE PHARMACY,EPILIM CHRONO 8.65G/+ TABCR BL10X10 XE
CHC-NP,SHORELINE PHARMACY,ERCEFURYL 200MG CAP BL2X14
KE-G.MED-4_Others,SHORELINE PHARMACY,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SHORELINE PHARMACY,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,SHORELINE PHARMACY,FLAGYL SUSPENSION 100ML
KE-G.MED-4_Others,SHORELINE PHARMACY,FLEMING 2.8MG/70ML PO BTX1 M24 EX
KE-G.MED-4_Others,SHORELINE PHARMACY,FLEMING 5.6G/70ML PO BTX1 M24 GH
KE-G.MED-4_Others,SHORELINE PHARMACY,FLEMING 500-125MG TABCO BL2X7 M24 EX
KE-G.MED-4_Others,SHORELINE PHARMACY,FLEMING 875-125MG TABCO BL2X7 M24 EX
KE-REG-2,SHORELINE PHARMACY,LANTUS SOLOSTAR 100IU/ML 3ML 5
GEM-NP,SHORELINE PHARMACY,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SHORELINE PHARMACY,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SHORELINE PHARMACY,MAALOX PLUS TABS EXPORT 10
CHC-NP,SHORELINE PHARMACY,MAALOX SUSPENSION 350ML (EXPORT)
KE-CHC-1,SHORELINE PHARMACY,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SHORELINE PHARMACY,NOSPA 40MG TAB BL2X10 XE
KE-REG-2,SHORELINE PHARMACY,ORELOX 200MG 10CP
KE-REG-2,SHORELINE PHARMACY,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-REG-2,SHORELINE PHARMACY,ORELOX 800MG/+ GRAN BTX1
KE-CHC-5,SHORELINE PHARMACY,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
KE-CHC-5,SHORELINE PHARMACY,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-1,SHORELINE PHARMACY,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SHORELINE PHARMACY,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1_Others,SHORELINE PHARMACY,"TRITACE 2,5MG  28 TABS"
KE-G.MED-1_Others,SHORELINE PHARMACY,TRITAZIDE 5-12.5MG TAB BL2X14 S3 M36 XD
KE-G.MED-3_Others,SIERRA DISPENSING CHEMISTS LTD,EPILIM 12G/300ML SYR BTX1
KE-G.MED-3_Others,SIERRA DISPENSING CHEMISTS LTD,EPILIM 200MG TAB BL10X10
KE-G.MED-3_Others,SIERRA DISPENSING CHEMISTS LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,SIERRA DISPENSING CHEMISTS LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
CHC_OTC_Others,SIERRA DISPENSING CHEMISTS LTD,RHINATHIOL 2.5G/125ML SYR BTX1 SAF XM
CHC_OTC_Others,SIERRA DISPENSING CHEMISTS LTD,RHINATHIOL 6.25G/+ SYR BT
CHC_RX_Others,SIERRA DISPENSING CHEMISTS LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
KE-DCV_Others,SILOAM HOSPITAL,AMARYL 2MG 30 TABS
KE-DCV_Others,SILOAM HOSPITAL,AMARYL 4MG 30 TABS
KE-DCV_Others,SILOAM HOSPITAL,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
CHC_OTC_Others,SILOAM HOSPITAL,RHINATHIOL 6.25G/+ SYR BT
KE-DCV-1,SIYARA PHARMACY LTD,AMARYL 2MG 30 TABS
KE-DCV_Others,SIYARA PHARMACY LTD,AMARYL 4MG 30 TABS
KE-DCV-1,SIYARA PHARMACY LTD,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3_Others,SIYARA PHARMACY LTD,APROVASC 150/5
KE-DCV-1,SIYARA PHARMACY LTD,APROVEL 300MG TABCO BL2X14 RM M36 XE
KE-G.MED-4_Others,SIYARA PHARMACY LTD,AXACEF 500MG TABCO BL1X10 M36 KE
CHC-NP,SIYARA PHARMACY LTD,BISOLVON LINCTUS 200ML 
CHC-NP,SIYARA PHARMACY LTD,BRONCHICUM 6.64G/+ ELIX BTX1 XE
CHC_OTC_Others,SIYARA PHARMACY LTD,BUSCOPAN TABLETS BP 10mg * 50's
KE-DCV-1,SIYARA PHARMACY LTD,COAPROVEL RM 150-12.5MG TABCO BL2X14 XD
CHC_OTC_Others,SIYARA PHARMACY LTD,DULCOLAX TABLETS 5mg * 30's SugarC
KE-CHC-2,SIYARA PHARMACY LTD,ENTEROGERMINA 2BCFU/5ML SUSP BTX10 S3 XE
KE-G.MED-3_Others,SIYARA PHARMACY LTD,EPILIM CHRONO 333-145MG T
KE-G.MED-4_Others,SIYARA PHARMACY LTD,FLAGENTYL 500MG TABCO BL1X4 S3 XE
KE-G.MED-4_Others,SIYARA PHARMACY LTD,FLAGYL 400MG 100 TABS
KE-G.MED-4_Others,SIYARA PHARMACY LTD,FLAGYL SUSPENSION 100ML
GEM-NP,SIYARA PHARMACY LTD,LASIX 40MG TAB BL2X10 SWI M60 XE
CHC-NP,SIYARA PHARMACY LTD,Maalox 460mg/susp SC20 S3 M36 XE
CHC-NP,SIYARA PHARMACY LTD,MAALOX PLUS TABS EXPORT 10
KE-CHC-2,SIYARA PHARMACY LTD,MUCOSOLVAN LIQUID 15mg/5ml * 100ml 
CHC-NP,SIYARA PHARMACY LTD,NOSPA 40MG TAB BL10X10 S3
KE-G.MED-3-3,SIYARA PHARMACY LTD,ORELOX 200MG 10CP
KE-G.MED-3-3,SIYARA PHARMACY LTD,ORELOX 400MG/50ML GRAN BTX1 SWI M24 XE
KE-G.MED-3-3,SIYARA PHARMACY LTD,ORELOX 800MG/+ GRAN BTX1
CHC_OTC_Others,SIYARA PHARMACY LTD,RHINATHIOL 6.25G/+ SYR BT
KE-CHC-2,SIYARA PHARMACY LTD,"RHINATHIOL PROMETHAZ 2,5G/+ SYR BTX1 XM"
GEM-NP,SIYARA PHARMACY LTD,STILNOX 10MG TABCO BL1X14 S3 M48 XD
KE-G.MED-1_Others,SIYARA PHARMACY LTD,"TRITACE 2,5MG  28 TABS"
KE-DCV-3,SKY HEALTHCARE LIMITED,AMARYL 1MG 30 TABS
KE-DCV-3,SKY HEALTHCARE LIMITED,AMARYL 2MG 30 TABS
KE-DCV-3,SKY HEALTHCARE LIMITED,AMARYL 4MG 30 TABS
KE-DCV-3,SKY HEALTHCARE LIMITED,AMARYL MIR 2-500MG TABCO BL3X10 XE
KE-G.MED-3-2,SKY HEALTHCARE LIMITED,APROVASC 150/5
KE-G.MED-3-2,SKY HEALTHCARE LIMITED,APROVASC 300/10
KE-G.MED-3-2,SKY HEALTHCARE LIMITED,APROVASC 300/5
KE-DCV_Others,SKY HEALTHCARE LIMITED,APROVEL 150MG TABCO BL2X14 RM M36 XE
KE-G.MED-4-1,SKY HEALTHCARE LIMITED,AXACEF 250MG TABCO BL1X10 M36 GH
KE-G.MED-4-1,SKY HEALTHCARE LIMITED,AXACEF 500MG TABCO BL1X10 M36 KE
CHC-NP,SKY HEALTHCARE LIMITED,BRONCHICUM 6.64G/+ ELIX BTX1 XE
KE-CHC-5,SKY HEALTHCARE LIMITED,BUSCOPAN TABLETS BP 10mg * 50's
KE-G.MED-1-3,SKY HEALTHCARE LIMITED,CLEXANE 2KIU/0.2ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,SKY HEALTHCARE LIMITED,CLEXANE 4KIU/0.4ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,SKY HEALTHCARE LIMITED,CLEXANE 6KIU/0.6ML INJ PS2 SWI M24 XE
KE-G.MED-1-3,SKY HEALTHCARE LIMITED,CLEXANE 8KIU/0.8ML INJ PS2 SWI M24 XE
KE-DCV-3,SKY HEALTHCARE LIMITED,COAPROVEL 300-12.5MG TABCO BL2X14 RM XD
GEM-NP,SKY HEALTHCARE LIMITED,CORDARONE 200MG TAB BL3X10 S3 M36 XD
KE-CHC-5,SKY HEALTHCARE LIMITED,DULCOLAX TABLETS 5mg * 30's SugarC
